town,storey_range,floor_area_sqm,remaining_lease
95706,PASIR RIS,1,107.0,71
95707,PASIR RIS,0,93.0,93
95708,PASIR RIS,1,93.0,93
95709,PASIR RIS,1,93.0,93
95710,PASIR RIS,1,93.0,93
95711,PASIR RIS,1,93.0,93
95712,PASIR RIS,1,93.0,93
95713,PASIR RIS,0,110.0,71
95714,PASIR RIS,1,104.0,71
95715,PASIR RIS,2,93.0,93
95716,PASIR RIS,0,93.0,93
95717,PASIR RIS,1,93.0,93
95718,PASIR RIS,1,93.0,93
95719,PASIR RIS,0,93.0,93
95720,PASIR RIS,1,93.0,93
95721,PASIR RIS,1,93.0,93
95722,PASIR RIS,1,93.0,93
95723,PASIR RIS,0,93.0,93
95724,PASIR RIS,2,93.0,93
95725,PASIR RIS,0,93.0,93
95726,PASIR RIS,1,93.0,93
95727,PASIR RIS,1,105.0,71
95728,PASIR RIS,1,93.0,93
95729,PASIR RIS,0,93.0,93
95730,PASIR RIS,1,93.0,93
95731,PASIR RIS,1,93.0,93
95732,PASIR RIS,1,93.0,93
95733,PASIR RIS,1,93.0,93
95734,PASIR RIS,1,93.0,93
95735,PASIR RIS,0,93.0,93
95736,PASIR RIS,0,93.0,93
95737,PASIR RIS,0,104.0,71
95738,PASIR RIS,0,93.0,93
95739,PASIR RIS,0,93.0,93
95740,PASIR RIS,1,93.0,93
95741,PASIR RIS,1,104.0,70
95742,PASIR RIS,1,93.0,93
95743,PASIR RIS,0,93.0,93
95744,PASIR RIS,1,93.0,93
95745,PASIR RIS,2,93.0,93
95746,PASIR RIS,1,93.0,93
95747,PASIR RIS,0,93.0,93
95748,PASIR RIS,1,93.0,93
95749,PASIR RIS,1,93.0,93
95750,PASIR RIS,0,104.0,70
95751,PASIR RIS,1,93.0,93
95752,PASIR RIS,1,93.0,93
95753,PASIR RIS,2,93.0,93
95754,PASIR RIS,2,93.0,93
95755,PASIR RIS,1,93.0,93
95756,PASIR RIS,1,93.0,93
95757,PASIR RIS,0,106.0,72
95758,PASIR RIS,2,106.0,72
95759,PASIR RIS,1,108.0,71
95760,PASIR RIS,1,106.0,71
95761,PASIR RIS,0,106.0,71
95762,PASIR RIS,0,106.0,71
95763,PASIR RIS,1,106.0,71
95764,PASIR RIS,1,106.0,71
95765,PASIR RIS,1,106.0,71
95766,PASIR RIS,2,106.0,71
95767,PASIR RIS,0,113.0,73
95768,PASIR RIS,0,113.0,73
95769,PASIR RIS,0,113.0,73
95770,PASIR RIS,0,105.0,74
95771,PASIR RIS,1,106.0,74
95772,PASIR RIS,1,103.0,74
95773,PASIR RIS,1,104.0,74
95774,PASIR RIS,0,105.0,74
95775,PASIR RIS,0,105.0,74
95776,PASIR RIS,2,105.0,74
95777,PASIR RIS,2,106.0,74
95778,PASIR RIS,0,104.0,74
95779,PASIR RIS,1,106.0,74
95780,PASIR RIS,0,104.0,74
95781,PASIR RIS,0,105.0,74
95782,PASIR RIS,1,104.0,74
95783,PASIR RIS,0,105.0,74
95784,PASIR RIS,0,104.0,74
95785,PASIR RIS,1,106.0,74
95786,PASIR RIS,0,103.0,74
95787,PASIR RIS,0,106.0,74
95788,PASIR RIS,0,104.0,74
95789,PASIR RIS,0,105.0,74
95790,PASIR RIS,1,104.0,74
95791,PASIR RIS,1,106.0,74
95792,PASIR RIS,0,105.0,74
95793,PASIR RIS,0,103.0,74
95794,PASIR RIS,1,104.0,74
95795,PASIR RIS,0,104.0,74
95796,PASIR RIS,1,106.0,74
95797,PASIR RIS,1,104.0,74
95798,PASIR RIS,0,104.0,74
95799,PASIR RIS,0,104.0,74
95800,PASIR RIS,0,128.0,73
95801,PASIR RIS,0,134.0,73
95802,PASIR RIS,0,129.0,73
95803,PASIR RIS,1,134.0,74
95804,PASIR RIS,2,128.0,74
95805,PASIR RIS,0,128.0,73
95806,PASIR RIS,0,129.0,73
95807,PASIR RIS,0,129.0,74
95808,PASIR RIS,1,121.0,73
95809,PASIR RIS,0,105.0,93
95810,PASIR RIS,1,105.0,93
95811,PASIR RIS,1,105.0,93
95812,PASIR RIS,1,121.0,73
95813,PASIR RIS,1,105.0,93
95814,PASIR RIS,0,105.0,93
95815,PASIR RIS,1,105.0,93
95816,PASIR RIS,0,105.0,92
95817,PASIR RIS,1,105.0,92
95818,PASIR RIS,0,105.0,92
95819,PASIR RIS,1,127.0,74
95820,PASIR RIS,1,126.0,74
95821,PASIR RIS,0,124.0,74
95822,PASIR RIS,0,127.0,73
95823,PASIR RIS,1,127.0,74
95824,PASIR RIS,1,127.0,73
95825,PASIR RIS,0,127.0,73
95826,PASIR RIS,1,121.0,73
95827,PASIR RIS,0,122.0,73
95828,PASIR RIS,0,120.0,73
95829,PASIR RIS,1,122.0,73
95830,PASIR RIS,2,120.0,73
95831,PASIR RIS,0,120.0,73
95832,PASIR RIS,1,122.0,72
95833,PASIR RIS,0,135.0,70
95834,PASIR RIS,0,137.0,70
95835,PASIR RIS,0,137.0,71
95836,PASIR RIS,1,122.0,67
95837,PASIR RIS,0,121.0,70
95838,PASIR RIS,0,125.0,71
95839,PASIR RIS,0,124.0,70
95840,PASIR RIS,0,122.0,67
95841,PASIR RIS,1,121.0,70
95842,PASIR RIS,1,122.0,70
95843,PASIR RIS,1,127.0,67
95844,PASIR RIS,0,122.0,67
95845,PASIR RIS,0,122.0,67
95846,PASIR RIS,1,122.0,67
95847,PASIR RIS,0,127.0,67
95848,PASIR RIS,0,122.0,67
95849,PASIR RIS,1,123.0,67
95850,PASIR RIS,1,125.0,72
95851,PASIR RIS,0,123.0,67
95852,PASIR RIS,1,138.0,72
95853,PASIR RIS,0,126.0,73
95854,PASIR RIS,1,128.0,71
95855,PASIR RIS,0,127.0,72
95856,PASIR RIS,1,128.0,71
95857,PASIR RIS,0,128.0,67
95858,PASIR RIS,1,126.0,72
95859,PASIR RIS,1,127.0,72
95860,PASIR RIS,0,128.0,72
95861,PASIR RIS,1,124.0,71
95862,PASIR RIS,1,132.0,67
95863,PASIR RIS,0,124.0,71
95864,PASIR RIS,2,132.0,66
95865,PASIR RIS,0,123.0,71
95866,PASIR RIS,0,132.0,66
95867,PASIR RIS,1,128.0,71
95868,PASIR RIS,1,140.0,71
95869,PASIR RIS,0,126.0,71
95870,PASIR RIS,0,122.0,71
95871,PASIR RIS,1,124.0,71
95872,PASIR RIS,0,140.0,71
95873,PASIR RIS,0,122.0,71
95874,PASIR RIS,0,122.0,66
95875,PASIR RIS,0,128.0,66
95876,PASIR RIS,0,128.0,73
95877,PASIR RIS,0,126.0,72
95878,PASIR RIS,0,134.0,72
95879,PASIR RIS,0,127.0,72
95880,PASIR RIS,1,127.0,72
95881,PASIR RIS,1,123.0,72
95882,PASIR RIS,1,134.0,72
95883,PASIR RIS,0,126.0,71
95884,PASIR RIS,1,126.0,71
95885,PASIR RIS,0,135.0,71
95886,PASIR RIS,1,124.0,71
95887,PASIR RIS,2,126.0,71
95888,PASIR RIS,1,127.0,71
95889,PASIR RIS,0,126.0,71
95890,PASIR RIS,0,127.0,71
95891,PASIR RIS,1,126.0,71
95892,PASIR RIS,0,124.0,71
95893,PASIR RIS,1,113.0,93
95894,PASIR RIS,0,113.0,93
95895,PASIR RIS,1,113.0,93
95896,PASIR RIS,0,124.0,70
95897,PASIR RIS,0,113.0,93
95898,PASIR RIS,1,123.0,70
95899,PASIR RIS,0,121.0,71
95900,PASIR RIS,0,113.0,93
95901,PASIR RIS,1,113.0,93
95902,PASIR RIS,1,123.0,70
95903,PASIR RIS,1,125.0,71
95904,PASIR RIS,0,113.0,93
95905,PASIR RIS,2,113.0,93
95906,PASIR RIS,2,122.0,70
95907,PASIR RIS,0,123.0,71
95908,PASIR RIS,1,113.0,93
95909,PASIR RIS,0,113.0,93
95910,PASIR RIS,0,123.0,70
95911,PASIR RIS,0,123.0,70
95912,PASIR RIS,1,123.0,70
95913,PASIR RIS,1,123.0,70
95914,PASIR RIS,0,113.0,93
95915,PASIR RIS,0,122.0,70
95916,PASIR RIS,1,113.0,93
95917,PASIR RIS,0,113.0,93
95918,PASIR RIS,1,113.0,93
95919,PASIR RIS,1,123.0,71
95920,PASIR RIS,1,121.0,71
95921,PASIR RIS,1,123.0,70
95922,PASIR RIS,0,113.0,93
95923,PASIR RIS,1,113.0,93
95924,PASIR RIS,1,123.0,70
95925,PASIR RIS,1,121.0,70
95926,PASIR RIS,1,124.0,72
95927,PASIR RIS,1,129.0,71
95928,PASIR RIS,2,125.0,71
95929,PASIR RIS,2,128.0,71
95930,PASIR RIS,2,128.0,71
95931,PASIR RIS,2,129.0,71
95932,PASIR RIS,1,129.0,71
95933,PASIR RIS,1,127.0,71
95934,PASIR RIS,0,124.0,73
95935,PASIR RIS,0,127.0,73
95936,PASIR RIS,1,123.0,73
95937,PASIR RIS,2,127.0,74
95938,PASIR RIS,1,128.0,74
95939,PASIR RIS,1,128.0,74
95940,PASIR RIS,0,128.0,74
95941,PASIR RIS,0,127.0,74
95942,PASIR RIS,1,127.0,74
95943,PASIR RIS,1,127.0,74
95944,PASIR RIS,0,125.0,74
95945,PASIR RIS,2,127.0,74
95946,PASIR RIS,1,126.0,74
95947,PASIR RIS,0,127.0,74
95948,PASIR RIS,1,127.0,74
95949,PASIR RIS,2,126.0,74
95950,PASIR RIS,2,125.0,74
95951,PASIR RIS,0,128.0,74
95952,PASIR RIS,0,125.0,74
95953,PASIR RIS,0,128.0,74
95954,PASIR RIS,1,123.0,74
95955,PASIR RIS,0,125.0,74
95956,PASIR RIS,0,127.0,74
95957,PASIR RIS,0,125.0,74
95958,PASIR RIS,1,126.0,74
95959,PASIR RIS,2,126.0,74
95960,PASIR RIS,0,124.0,74
95961,PASIR RIS,1,127.0,74
95962,PASIR RIS,1,127.0,74
95963,PASIR RIS,1,149.0,73
95964,PASIR RIS,2,154.0,73
95965,PASIR RIS,0,149.0,73
95966,PASIR RIS,1,150.0,73
95967,PASIR RIS,0,149.0,73
95968,PASIR RIS,1,154.0,73
95969,PASIR RIS,2,149.0,73
95970,PASIR RIS,0,150.0,73
95971,PASIR RIS,1,149.0,73
95972,PASIR RIS,0,149.0,72
95973,PASIR RIS,2,149.0,73
95974,PASIR RIS,0,155.0,73
95975,PASIR RIS,0,150.0,70
95976,PASIR RIS,0,148.0,70
95977,PASIR RIS,1,150.0,70
95978,PASIR RIS,0,149.0,73
95979,PASIR RIS,0,146.0,73
95980,PASIR RIS,1,148.0,73
95981,PASIR RIS,0,146.0,73
95982,PASIR RIS,0,150.0,73
95983,PASIR RIS,0,150.0,73
95984,PASIR RIS,1,147.0,73
95985,PASIR RIS,0,149.0,73
95986,PASIR RIS,1,144.0,71
95987,PASIR RIS,0,142.0,71
95988,PASIR RIS,1,146.0,70
95989,PASIR RIS,1,142.0,70
95990,PASIR RIS,1,142.0,70
95991,PASIR RIS,0,143.0,70
95992,PASIR RIS,0,144.0,70
95993,PASIR RIS,1,149.0,67
95994,PASIR RIS,1,145.0,67
95995,PASIR RIS,0,147.0,67
95996,PASIR RIS,0,145.0,68
95997,PASIR RIS,1,147.0,68
95998,PASIR RIS,0,156.0,66
95999,PASIR RIS,1,151.0,67
96000,PASIR RIS,0,146.0,67
96001,PASIR RIS,0,155.0,67
96002,PASIR RIS,1,146.0,67
96003,PASIR RIS,0,147.0,67
96004,PASIR RIS,1,151.0,67
96005,PASIR RIS,1,146.0,66
96006,PASIR RIS,1,146.0,66
96007,PASIR RIS,0,147.0,67
96008,PASIR RIS,0,142.0,66
96009,PASIR RIS,0,147.0,66
96010,PASIR RIS,0,147.0,72
96011,PASIR RIS,0,147.0,66
96012,PASIR RIS,0,149.0,72
96013,PASIR RIS,0,147.0,66
96014,PASIR RIS,0,149.0,72
96015,PASIR RIS,0,145.0,66
96016,PASIR RIS,0,145.0,71
96017,PASIR RIS,0,146.0,66
96018,PASIR RIS,1,146.0,66
96019,PASIR RIS,0,146.0,66
96020,PASIR RIS,0,149.0,66
96021,PASIR RIS,1,146.0,66
96022,PASIR RIS,1,146.0,66
96023,PASIR RIS,0,146.0,73
96024,PASIR RIS,1,144.0,73
96025,PASIR RIS,0,144.0,72
96026,PASIR RIS,0,165.0,72
96027,PASIR RIS,0,146.0,72
96028,PASIR RIS,0,144.0,72
96029,PASIR RIS,1,150.0,71
96030,PASIR RIS,1,150.0,71
96031,PASIR RIS,0,144.0,72
96032,PASIR RIS,0,147.0,71
96033,PASIR RIS,1,146.0,71
96034,PASIR RIS,0,147.0,71
96035,PASIR RIS,0,147.0,71
96036,PASIR RIS,1,147.0,71
96037,PASIR RIS,1,152.0,71
96038,PASIR RIS,1,147.0,71
96039,PASIR RIS,0,148.0,71
96040,PASIR RIS,1,150.0,71
96041,PASIR RIS,1,149.0,71
96042,PASIR RIS,0,150.0,71
96043,PASIR RIS,1,150.0,71
96044,PASIR RIS,0,148.0,71
96045,PASIR RIS,0,146.0,71
96046,PASIR RIS,1,147.0,71
96047,PASIR RIS,1,146.0,71
96048,PASIR RIS,1,148.0,71
96049,PASIR RIS,0,148.0,71
96050,PASIR RIS,1,148.0,71
96051,PASIR RIS,1,147.0,71
96052,PASIR RIS,0,149.0,71
96053,PASIR RIS,0,146.0,72
96054,PASIR RIS,0,147.0,71
96055,PASIR RIS,0,150.0,71
96056,PASIR RIS,1,146.0,70
96057,PASIR RIS,0,145.0,70
96058,PASIR RIS,0,143.0,71
96059,PASIR RIS,0,144.0,71
96060,PASIR RIS,0,149.0,70
96061,PASIR RIS,1,144.0,70
96062,PASIR RIS,0,148.0,70
96063,PASIR RIS,0,144.0,70
96064,PASIR RIS,0,143.0,70
96065,PASIR RIS,2,144.0,70
96066,PASIR RIS,0,148.0,70
96067,PASIR RIS,1,148.0,70
96068,PASIR RIS,0,146.0,71
96069,PASIR RIS,0,146.0,71
96070,PASIR RIS,0,145.0,71
96071,PASIR RIS,1,145.0,71
96072,PASIR RIS,2,145.0,71
96073,PASIR RIS,0,145.0,71
96074,PASIR RIS,1,146.0,71
96075,PASIR RIS,1,147.0,73
96076,PASIR RIS,1,146.0,73
96077,PASIR RIS,1,146.0,73
96078,PASIR RIS,1,146.0,73
96079,PASIR RIS,0,148.0,73
96080,PASIR RIS,2,148.0,73
96081,PASIR RIS,0,146.0,73
96082,PASIR RIS,0,147.0,73
96083,PASIR RIS,1,152.0,73
96084,PASIR RIS,0,149.0,73
96085,PASIR RIS,0,143.0,74
96086,PASIR RIS,0,143.0,74
96087,PASIR RIS,0,143.0,74
96088,PASIR RIS,2,143.0,74
96089,PASIR RIS,0,144.0,74
96090,PASIR RIS,0,143.0,74
96091,PASIR RIS,1,143.0,74
96092,PASIR RIS,1,143.0,74
96093,PASIR RIS,1,148.0,74
96094,PASIR RIS,0,143.0,74
96095,PASIR RIS,0,153.0,74
96096,PASIR RIS,1,148.0,74
96097,PASIR RIS,1,146.0,74
96098,PASIR RIS,0,143.0,74
96099,PASIR RIS,0,147.0,74
96100,PUNGGOL,0,44.0,93
96101,PUNGGOL,0,44.0,93
96102,PUNGGOL,0,44.0,93
96103,PUNGGOL,1,44.0,93
96104,PUNGGOL,2,44.0,93
96105,PUNGGOL,1,44.0,93
96106,PUNGGOL,0,44.0,93
96107,PUNGGOL,0,44.0,93
96108,PUNGGOL,0,50.0,90
96109,PUNGGOL,2,50.0,90
96110,PUNGGOL,0,46.0,92
96111,PUNGGOL,2,50.0,90
96112,PUNGGOL,2,46.0,91
96113,PUNGGOL,2,46.0,91
96114,PUNGGOL,0,46.0,91
96115,PUNGGOL,0,46.0,93
96116,PUNGGOL,0,46.0,93
96117,PUNGGOL,1,46.0,92
96118,PUNGGOL,1,46.0,92
96119,PUNGGOL,0,46.0,92
96120,PUNGGOL,2,46.0,92
96121,PUNGGOL,2,46.0,92
96122,PUNGGOL,2,47.0,95
96123,PUNGGOL,0,47.0,94
96124,PUNGGOL,1,47.0,94
96125,PUNGGOL,0,47.0,94
96126,PUNGGOL,2,47.0,94
96127,PUNGGOL,0,68.0,95
96128,PUNGGOL,2,67.0,95
96129,PUNGGOL,2,67.0,95
96130,PUNGGOL,1,68.0,95
96131,PUNGGOL,0,68.0,95
96132,PUNGGOL,2,67.0,95
96133,PUNGGOL,0,68.0,95
96134,PUNGGOL,1,68.0,95
96135,PUNGGOL,0,67.0,95
96136,PUNGGOL,2,67.0,95
96137,PUNGGOL,2,67.0,95
96138,PUNGGOL,2,67.0,95
96139,PUNGGOL,1,67.0,95
96140,PUNGGOL,1,67.0,95
96141,PUNGGOL,2,67.0,94
96142,PUNGGOL,1,68.0,95
96143,PUNGGOL,2,67.0,95
96144,PUNGGOL,2,67.0,94
96145,PUNGGOL,1,68.0,94
96146,PUNGGOL,2,67.0,94
96147,PUNGGOL,2,67.0,94
96148,PUNGGOL,2,67.0,95
96149,PUNGGOL,0,68.0,94
96150,PUNGGOL,1,68.0,94
96151,PUNGGOL,2,67.0,94
96152,PUNGGOL,0,67.0,94
96153,PUNGGOL,0,68.0,94
96154,PUNGGOL,0,65.0,94
96155,PUNGGOL,0,67.0,94
96156,PUNGGOL,1,68.0,94
96157,PUNGGOL,1,68.0,94
96158,PUNGGOL,2,68.0,94
96159,PUNGGOL,2,65.0,93
96160,PUNGGOL,1,68.0,94
96161,PUNGGOL,2,68.0,94
96162,PUNGGOL,2,65.0,93
96163,PUNGGOL,0,68.0,94
96164,PUNGGOL,1,65.0,93
96165,PUNGGOL,0,67.0,94
96166,PUNGGOL,2,68.0,94
96167,PUNGGOL,2,68.0,94
96168,PUNGGOL,2,68.0,94
96169,PUNGGOL,1,68.0,94
96170,PUNGGOL,0,67.0,94
96171,PUNGGOL,1,65.0,93
96172,PUNGGOL,2,69.0,92
96173,PUNGGOL,2,70.0,90
96174,PUNGGOL,2,70.0,90
96175,PUNGGOL,0,70.0,90
96176,PUNGGOL,0,70.0,90
96177,PUNGGOL,2,70.0,90
96178,PUNGGOL,2,69.0,92
96179,PUNGGOL,2,70.0,90
96180,PUNGGOL,0,69.0,92
96181,PUNGGOL,2,69.0,91
96182,PUNGGOL,2,69.0,91
96183,PUNGGOL,0,69.0,91
96184,PUNGGOL,2,70.0,90
96185,PUNGGOL,0,65.0,94
96186,PUNGGOL,1,68.0,94
96187,PUNGGOL,0,65.0,94
96188,PUNGGOL,1,65.0,94
96189,PUNGGOL,1,65.0,94
96190,PUNGGOL,2,68.0,94
96191,PUNGGOL,0,65.0,94
96192,PUNGGOL,0,68.0,93
96193,PUNGGOL,1,68.0,93
96194,PUNGGOL,2,65.0,94
96195,PUNGGOL,0,65.0,94
96196,PUNGGOL,0,65.0,94
96197,PUNGGOL,2,65.0,94
96198,PUNGGOL,2,68.0,90
96199,PUNGGOL,2,68.0,93
96200,PUNGGOL,2,65.0,94
96201,PUNGGOL,2,68.0,94
96202,PUNGGOL,2,68.0,94
96203,PUNGGOL,0,68.0,94
96204,PUNGGOL,2,68.0,94
96205,PUNGGOL,0,68.0,94
96206,PUNGGOL,1,67.0,92
96207,PUNGGOL,2,71.0,91
96208,PUNGGOL,1,67.0,93
96209,PUNGGOL,0,67.0,92
96210,PUNGGOL,1,67.0,92
96211,PUNGGOL,1,67.0,92
96212,PUNGGOL,1,67.0,92
96213,PUNGGOL,0,67.0,92
96214,PUNGGOL,1,67.0,92
96215,PUNGGOL,0,67.0,92
96216,PUNGGOL,1,73.0,90
96217,PUNGGOL,1,69.0,90
96218,PUNGGOL,1,67.0,92
96219,PUNGGOL,0,67.0,92
96220,PUNGGOL,1,72.0,90
96221,PUNGGOL,1,67.0,91
96222,PUNGGOL,1,69.0,90
96223,PUNGGOL,1,67.0,90
96224,PUNGGOL,0,68.0,90
96225,PUNGGOL,2,68.0,90
96226,PUNGGOL,1,67.0,90
96227,PUNGGOL,1,67.0,90
96228,PUNGGOL,1,68.0,90
96229,PUNGGOL,0,67.0,94
96230,PUNGGOL,0,67.0,94
96231,PUNGGOL,0,67.0,92
96232,PUNGGOL,2,67.0,94
96233,PUNGGOL,0,67.0,94
96234,PUNGGOL,1,67.0,92
96235,PUNGGOL,2,67.0,94
96236,PUNGGOL,1,67.0,94
96237,PUNGGOL,0,67.0,94
96238,PUNGGOL,1,67.0,94
96239,PUNGGOL,1,67.0,94
96240,PUNGGOL,2,67.0,94
96241,PUNGGOL,2,67.0,93
96242,PUNGGOL,2,67.0,93
96243,PUNGGOL,2,67.0,94
96244,PUNGGOL,1,67.0,94
96245,PUNGGOL,0,67.0,94
96246,PUNGGOL,0,67.0,94
96247,PUNGGOL,1,67.0,94
96248,PUNGGOL,1,67.0,92
96249,PUNGGOL,0,67.0,94
96250,PUNGGOL,1,67.0,94
96251,PUNGGOL,2,67.0,94
96252,PUNGGOL,2,67.0,93
96253,PUNGGOL,2,67.0,94
96254,PUNGGOL,1,67.0,93
96255,PUNGGOL,1,67.0,92
96256,PUNGGOL,2,67.0,94
96257,PUNGGOL,2,67.0,91
96258,PUNGGOL,2,67.0,93
96259,PUNGGOL,1,67.0,93
96260,PUNGGOL,2,67.0,93
96261,PUNGGOL,2,68.0,95
96262,PUNGGOL,2,67.0,93
96263,PUNGGOL,2,67.0,93
96264,PUNGGOL,1,68.0,95
96265,PUNGGOL,0,67.0,93
96266,PUNGGOL,2,68.0,95
96267,PUNGGOL,0,68.0,95
96268,PUNGGOL,2,67.0,93
96269,PUNGGOL,1,68.0,95
96270,PUNGGOL,1,68.0,94
96271,PUNGGOL,1,68.0,93
96272,PUNGGOL,1,68.0,93
96273,PUNGGOL,1,68.0,93
96274,PUNGGOL,1,68.0,93
96275,PUNGGOL,1,68.0,95
96276,PUNGGOL,0,68.0,94
96277,PUNGGOL,0,68.0,94
96278,PUNGGOL,2,68.0,94
96279,PUNGGOL,1,68.0,94
96280,PUNGGOL,1,68.0,94
96281,PUNGGOL,1,93.0,95
96282,PUNGGOL,0,91.0,81
96283,PUNGGOL,2,85.0,82
96284,PUNGGOL,0,91.0,81
96285,PUNGGOL,0,93.0,95
96286,PUNGGOL,0,90.0,81
96287,PUNGGOL,1,93.0,95
96288,PUNGGOL,2,85.0,82
96289,PUNGGOL,1,93.0,95
96290,PUNGGOL,2,92.0,95
96291,PUNGGOL,0,93.0,95
96292,PUNGGOL,2,93.0,95
96293,PUNGGOL,2,91.0,81
96294,PUNGGOL,2,93.0,95
96295,PUNGGOL,2,93.0,95
96296,PUNGGOL,1,93.0,95
96297,PUNGGOL,1,93.0,95
96298,PUNGGOL,0,91.0,81
96299,PUNGGOL,1,92.0,95
96300,PUNGGOL,2,85.0,82
96301,PUNGGOL,2,93.0,95
96302,PUNGGOL,2,93.0,95
96303,PUNGGOL,0,93.0,95
96304,PUNGGOL,2,93.0,95
96305,PUNGGOL,1,92.0,95
96306,PUNGGOL,0,92.0,95
96307,PUNGGOL,2,93.0,95
96308,PUNGGOL,1,92.0,95
96309,PUNGGOL,0,86.0,82
96310,PUNGGOL,2,93.0,95
96311,PUNGGOL,1,92.0,95
96312,PUNGGOL,1,93.0,95
96313,PUNGGOL,2,93.0,95
96314,PUNGGOL,0,93.0,95
96315,PUNGGOL,2,92.0,95
96316,PUNGGOL,1,92.0,95
96317,PUNGGOL,2,85.0,80
96318,PUNGGOL,2,92.0,95
96319,PUNGGOL,2,92.0,95
96320,PUNGGOL,1,93.0,95
96321,PUNGGOL,2,92.0,95
96322,PUNGGOL,0,92.0,95
96323,PUNGGOL,2,93.0,95
96324,PUNGGOL,0,93.0,95
96325,PUNGGOL,1,93.0,94
96326,PUNGGOL,2,92.0,95
96327,PUNGGOL,2,92.0,95
96328,PUNGGOL,0,93.0,95
96329,PUNGGOL,2,91.0,81
96330,PUNGGOL,0,92.0,95
96331,PUNGGOL,0,90.0,81
96332,PUNGGOL,1,91.0,80
96333,PUNGGOL,1,91.0,81
96334,PUNGGOL,0,93.0,95
96335,PUNGGOL,1,93.0,94
96336,PUNGGOL,2,91.0,81
96337,PUNGGOL,0,92.0,94
96338,PUNGGOL,2,92.0,94
96339,PUNGGOL,0,92.0,94
96340,PUNGGOL,0,93.0,94
96341,PUNGGOL,1,93.0,95
96342,PUNGGOL,1,93.0,94
96343,PUNGGOL,2,92.0,94
96344,PUNGGOL,0,92.0,94
96345,PUNGGOL,0,92.0,94
96346,PUNGGOL,1,90.0,94
96347,PUNGGOL,2,90.0,94
96348,PUNGGOL,1,90.0,94
96349,PUNGGOL,0,93.0,94
96350,PUNGGOL,2,90.0,94
96351,PUNGGOL,2,90.0,94
96352,PUNGGOL,0,90.0,94
96353,PUNGGOL,1,90.0,93
96354,PUNGGOL,2,93.0,94
96355,PUNGGOL,2,93.0,94
96356,PUNGGOL,2,90.0,93
96357,PUNGGOL,1,90.0,94
96358,PUNGGOL,1,93.0,94
96359,PUNGGOL,2,90.0,93
96360,PUNGGOL,2,92.0,90
96361,PUNGGOL,1,93.0,94
96362,PUNGGOL,2,93.0,94
96363,PUNGGOL,1,93.0,94
96364,PUNGGOL,0,95.0,81
96365,PUNGGOL,2,93.0,94
96366,PUNGGOL,1,90.0,93
96367,PUNGGOL,2,92.0,90
96368,PUNGGOL,2,92.0,91
96369,PUNGGOL,2,92.0,90
96370,PUNGGOL,1,90.0,93
96371,PUNGGOL,0,94.0,90
96372,PUNGGOL,1,90.0,93
96373,PUNGGOL,1,90.0,93
96374,PUNGGOL,0,90.0,93
96375,PUNGGOL,2,90.0,93
96376,PUNGGOL,1,96.0,90
96377,PUNGGOL,2,90.0,93
96378,PUNGGOL,0,93.0,94
96379,PUNGGOL,2,93.0,94
96380,PUNGGOL,0,93.0,94
96381,PUNGGOL,1,93.0,94
96382,PUNGGOL,2,93.0,94
96383,PUNGGOL,0,90.0,93
96384,PUNGGOL,0,93.0,94
96385,PUNGGOL,1,90.0,93
96386,PUNGGOL,2,92.0,90
96387,PUNGGOL,0,93.0,94
96388,PUNGGOL,1,90.0,93
96389,PUNGGOL,0,93.0,94
96390,PUNGGOL,0,93.0,94
96391,PUNGGOL,1,93.0,94
96392,PUNGGOL,0,90.0,93
96393,PUNGGOL,0,93.0,94
96394,PUNGGOL,2,93.0,94
96395,PUNGGOL,1,90.0,81
96396,PUNGGOL,0,93.0,94
96397,PUNGGOL,0,90.0,93
96398,PUNGGOL,1,94.0,81
96399,PUNGGOL,1,90.0,93
96400,PUNGGOL,0,90.0,93
96401,PUNGGOL,2,90.0,93
96402,PUNGGOL,1,92.0,90
96403,PUNGGOL,0,90.0,93
96404,PUNGGOL,2,90.0,93
96405,PUNGGOL,1,90.0,93
96406,PUNGGOL,1,90.0,93
96407,PUNGGOL,1,93.0,94
96408,PUNGGOL,1,90.0,81
96409,PUNGGOL,0,90.0,93
96410,PUNGGOL,0,93.0,94
96411,PUNGGOL,0,93.0,94
96412,PUNGGOL,1,93.0,94
96413,PUNGGOL,2,93.0,94
96414,PUNGGOL,1,90.0,93
96415,PUNGGOL,2,94.0,81
96416,PUNGGOL,0,93.0,94
96417,PUNGGOL,1,90.0,93
96418,PUNGGOL,2,92.0,90
96419,PUNGGOL,1,92.0,90
96420,PUNGGOL,1,90.0,93
96421,PUNGGOL,1,93.0,94
96422,PUNGGOL,2,93.0,94
96423,PUNGGOL,2,93.0,94
96424,PUNGGOL,2,90.0,93
96425,PUNGGOL,2,92.0,90
96426,PUNGGOL,0,90.0,80
96427,PUNGGOL,1,93.0,94
96428,PUNGGOL,1,93.0,94
96429,PUNGGOL,2,90.0,93
96430,PUNGGOL,0,93.0,94
96431,PUNGGOL,0,90.0,93
96432,PUNGGOL,0,92.0,90
96433,PUNGGOL,2,90.0,93
96434,PUNGGOL,2,97.0,90
96435,PUNGGOL,1,90.0,93
96436,PUNGGOL,0,90.0,93
96437,PUNGGOL,2,90.0,93
96438,PUNGGOL,0,92.0,90
96439,PUNGGOL,2,96.0,90
96440,PUNGGOL,1,90.0,93
